5/3/2020 11:51 | /src/exceptions/Handler.js(53) | saSI6I6MfGbmszGjPii0WuHNpSBDsWGK | IP - Unknown | [error] | URL : http://192.168.10.118:2085/api/user/create_driver | Request : {} | Error : Invalid token provided.
5/3/2020 13:33 | /src/responses/response.js(26) | 5ssGYK70jQinnf4jv7bpyfCRHlsklaaB | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":334,"firstName":"Customer","lastName":"Customer","emailId":"karan.m12@doodleblue.com","typeId":3,"status":1,"createdAt":"2020-03-05T07:19:58.000Z","updatedAt":"2020-03-05T07:19:58.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":260,"emailStatus":2,"signUpStatus":5,"phoneNo":"7898432337"},"addressDetails":null,"changedPassword":true}
5/3/2020 13:33 | /src/responses/response.js(26) | SHqZIDGHLgfsGJy0WeJ7AWakI8ZKQsZE | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":334,"firstName":"Customer","lastName":"Customer","emailId":"karan.m12@doodleblue.com","typeId":3,"status":1,"createdAt":"2020-03-05T07:19:58.000Z","updatedAt":"2020-03-05T07:19:58.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":260,"emailStatus":2,"signUpStatus":5,"phoneNo":"7898432337"},"addressDetails":null,"changedPassword":true}
5/3/2020 14:53 | /src/responses/response.js(26) | Gs02Uu4yA9fR86aYtjlT2Ga2bofzyIZK | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/sign_up | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","verifyEmailLink":"http://192.168.10.118:2081/or1.0/v1/api/user/verify_email?token=82fda1aac54a368a4fb68806519ac04218da65dc12cf371c0a87846de3670d2cafd246ac73d2053de661d07c6a2213675136306e3dc1b8f5710257309040da96","token":"82fda1aac54a368a4fb68806519ac04218da65dc12cf371c0a87846de3670d2cafd246ac73d2053de661d07c6a221367548250f3589b7bf243cac41558ad1415"}
5/3/2020 14:53 | /src/exceptions/Handler.js(62) | EMWDb4siew2vZTCOnUorSv5XdSkuKXA1 | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : User does not exist.
5/3/2020 14:53 | /src/responses/response.js(42) | EMWDb4siew2vZTCOnUorSv5XdSkuKXA1 | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : User does not exist.
5/3/2020 14:54 | /src/responses/response.js(26) | AWFLZt3oTXSiDQZMKfYIkMVFSM2wNWQ8 | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true,"token":"Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjMzNSwidHlwZSI6ImxvZ2luIiwiaWF0IjoxNTgzNDAwMjQ2fQ.hBAC91Npk2N3f40NohGCPyvFNNJS4GN3CAsvB-D4T8s"}
5/3/2020 14:54 | /src/responses/response.js(26) | Yv5JyE3zvYAoByvmqcqaDqFa3wx02WhT | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"addressDetails":null,"changedPassword":true}
5/3/2020 14:54 | /src/responses/response.js(26) | nZCPeSzgCNKNGM4JesVa7noweayz6GZ1 | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 14:57 | /src/responses/response.js(26) | 0oNbtsK29cImX3L0iOAStjn7yBp7OETS | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"addressDetails":null,"changedPassword":true}
5/3/2020 14:57 | /src/responses/response.js(26) | jq8tkbgRFC3hRgxzQJjZrNP47cXmL7No | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"addressDetails":null,"changedPassword":true}
5/3/2020 14:59 | /src/responses/response.js(26) | S1w1IovD4zyjK9RllXVS98Af2e5bsRAD | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 15:01 | /src/responses/response.js(26) | gbTKnx7wNwKlDINU78iQjVD5r27QSLDF | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 15:02 | /src/responses/response.js(26) | fyVv1vYPOaMT2HcST9moBGby1wnW5bz6 | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"addressDetails":null,"changedPassword":true}
5/3/2020 15:03 | /src/responses/response.js(26) | jykWx0XlqGvNRmbLuf3RxgQpYOaCZwjz | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 15:04 | /src/responses/response.js(26) | d8xjWBZ86b4wCtrxgfX3jLSerZ149wJs | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 15:05 | /src/responses/response.js(26) | Z7OYmfPrdD9IWW5Yp5yHjRrIsyygbZPb | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"addressDetails":null,"changedPassword":true}
5/3/2020 15:07 | /src/responses/response.js(26) | Z31mlzQk3WlsxKMTzS8LA8a3mzxk6p2C | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 15:08 | /src/responses/response.js(26) | VN37nJQJAXkUpftxCMFhxNlC2ZsLUX1z | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"addressDetails":null,"changedPassword":true}
5/3/2020 15:09 | /src/responses/response.js(26) | nb7tvDMRx4z7j6yIU905ZMqzEVKqKT8N | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 15:48 | /src/responses/response.js(26) | 7KCLH08jDzEXjBBGAcHhMu4sAj2Xw38B | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 15:51 | /src/responses/response.js(26) | f2URz2lzfCusPA6nfQjQRMTvCKOC3nRj | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"addressDetails":null,"changedPassword":true}
5/3/2020 15:51 | /src/responses/response.js(26) | 9Ul7Kyx22NsuaszcYjqiWsnp0XZvsDVz | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"addressDetails":null,"changedPassword":true}
5/3/2020 15:55 | /src/responses/response.js(26) | zJFkTi0aztFpvykQGN0LTkdQNg0GUlFY | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 15:55 | /src/responses/response.js(26) | 26M3GHheV8yZ8Iop3x50e759i4tYvwa7 | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"addressDetails":null,"changedPassword":true}
5/3/2020 15:57 | /src/responses/response.js(26) | ss7hTVsnb7mDFX8NmVGKeQySQbzgjMQS | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"addressDetails":null,"changedPassword":true}
5/3/2020 15:57 | /src/responses/response.js(26) | haWl88layhZ3SBiNVpglvPnPsjFAwKzV | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 16:37 | /src/responses/response.js(26) | NP8Gs2w46eCiufVqY81tbzJbwMASjuHg | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 16:39 | /src/responses/response.js(26) | 0SmhM20ZyrzWngLhAoEzB3zDpaVAsofD | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 16:39 | /src/responses/response.js(26) | yl69pbunhxn4KVSqGIkxjlFjxU26g4Ss | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 16:42 | /src/responses/response.js(26) | gWoJkf68DuRrL5qrBJJmHpkMqOy476jH | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 16:44 | /src/responses/response.js(26) | sCscKcIKzFI8pLAlHltIyv9xbQnwY8yy | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 19:12 | /src/responses/response.js(26) | 7JCgGufmcv1Q3P9o6Vy1yL5GhIR1MOQ2 | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 19:19 | /src/responses/response.js(26) | BGy0ZlOFOfAjnJEYFerHgBPQYCG4zm6B | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 19:21 | /src/responses/response.js(26) | Nysu1E4dRZUFSM1UvKpfKsTsumPIrFge | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 19:26 | /src/responses/response.js(26) | TxRy4wEiDBa56UZ2scCvtA7UAwO1Wpvf | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 19:34 | /src/responses/response.js(26) | IalACEzmPpgLJAzoD7POYzvB12D9X06i | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"addressDetails":null,"changedPassword":true}
5/3/2020 19:37 | /src/responses/response.js(26) | KPtyeyB7NbPDYyBTdwTcZ5kr7yBk4Lw4 | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 19:40 | /src/responses/response.js(26) | 5oA30PTc3vuyHjPpK0CYYCQQjvZbnU8y | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 19:42 | /src/responses/response.js(26) | BkoAP7VOZ8BZ2yUZVBUD6d1fW1nBrt7U | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 19:43 | /src/responses/response.js(26) | WEhQeZzGnQUaOEfNDl2FOFKCMEAhak7z | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 19:44 | /src/responses/response.js(26) | XUlcxRxRS8Q2EzlRZniVdMByqWznZtEH | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 19:46 | /src/responses/response.js(26) | hfh3LfkenoyrHcoMkPzVZ64OHvmSqrpe | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"addressDetails":null,"changedPassword":true}
5/3/2020 19:47 | /src/responses/response.js(26) | zoendzyJ7erkFXJMHRSHoxmujq20KlZN | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 19:48 | /src/responses/response.js(26) | jXYjxaQ7nzVLGj9Oa1AcKUl5D0P0r50e | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"addressDetails":null,"changedPassword":true}
5/3/2020 19:50 | /src/responses/response.js(26) | eO1t22TuVK7sc335wXgv7x3cH7cQOTEm | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":335,"firstName":"Customer","lastName":"Customer","emailId":"prakash@doodleblue.com","typeId":4,"status":1,"createdAt":"2020-03-05T09:23:21.000Z","updatedAt":"2020-03-05T09:23:21.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":261,"emailStatus":2,"signUpStatus":9,"phoneNo":"7898432337"},"addressDetails":null,"changedPassword":true}
